SWMM5 Interface File
*MODEL: Sewer catchment model to simulate sewer discharge from Central Fehraltorf to the the treatment plant at ARA Fehraltorf. This model includes the observed transfer flows from RUMLIKON at location 'f02' (node 555) and RUSSIKON at location 'f03' (node 11d). The model is not complete and may still contain errors! 
300  - reporting time step in sec
1    - number of constituents as listed below:
FLOW LPS
8    - number of nodes as listed below:
103d_SBW
ARA_Fehraltorf
Bacheinlauf1
Bacheinlauf2
Bacheinlauf30
Bacheinlauf47
Node_8
Notentlastung_48b
Node             Year Mon Day Hr  Min Sec FLOW      
103d_SBW         2016 08  26  18  50  00  0.000000  
ARA_Fehraltorf   2016 08  26  18  50  00  43.503894 
Bacheinlauf1     2016 08  26  18  50  00  0.000000  
Bacheinlauf2     2016 08  26  18  50  00  0.000000  
Bacheinlauf30    2016 08  26  18  50  00  0.000000  
Bacheinlauf47    2016 08  26  18  50  00  0.000000  
Node_8           2016 08  26  18  50  00  0.000000  
Notentlastung_48b 2016 08  26  18  50  00  0.000000  
103d_SBW         2016 08  26  18  55  00  0.000000  
ARA_Fehraltorf   2016 08  26  18  55  00  43.503894 
Bacheinlauf1     2016 08  26  18  55  00  0.000000  
Bacheinlauf2     2016 08  26  18  55  00  0.000000  
Bacheinlauf30    2016 08  26  18  55  00  0.000000  
Bacheinlauf47    2016 08  26  18  55  00  0.000000  
Node_8           2016 08  26  18  55  00  0.000000  
Notentlastung_48b 2016 08  26  18  55  00  0.000000  
103d_SBW         2016 08  26  19  00  00  0.000000  
ARA_Fehraltorf   2016 08  26  19  00  00  43.503894 
Bacheinlauf1     2016 08  26  19  00  00  0.000000  
Bacheinlauf2     2016 08  26  19  00  00  0.000000  
Bacheinlauf30    2016 08  26  19  00  00  0.000000  
Bacheinlauf47    2016 08  26  19  00  00  0.000000  
Node_8           2016 08  26  19  00  00  0.000000  
Notentlastung_48b 2016 08  26  19  00  00  0.000000  
103d_SBW         2016 08  26  19  05  00  0.000000  
ARA_Fehraltorf   2016 08  26  19  05  00  42.402206 
Bacheinlauf1     2016 08  26  19  05  00  0.000000  
Bacheinlauf2     2016 08  26  19  05  00  0.000000  
Bacheinlauf30    2016 08  26  19  05  00  0.000000  
Bacheinlauf47    2016 08  26  19  05  00  0.000000  
Node_8           2016 08  26  19  05  00  0.000000  
Notentlastung_48b 2016 08  26  19  05  00  0.000000  
103d_SBW         2016 08  26  19  10  00  0.000000  
ARA_Fehraltorf   2016 08  26  19  10  00  42.402206 
Bacheinlauf1     2016 08  26  19  10  00  0.000000  
Bacheinlauf2     2016 08  26  19  10  00  0.000000  
Bacheinlauf30    2016 08  26  19  10  00  0.000000  
Bacheinlauf47    2016 08  26  19  10  00  0.000000  
Node_8           2016 08  26  19  10  00  0.000000  
Notentlastung_48b 2016 08  26  19  10  00  0.000000  
103d_SBW         2016 08  26  19  15  00  0.000000  
ARA_Fehraltorf   2016 08  26  19  15  00  42.402206 
Bacheinlauf1     2016 08  26  19  15  00  0.000000  
Bacheinlauf2     2016 08  26  19  15  00  0.000000  
Bacheinlauf30    2016 08  26  19  15  00  0.000000  
Bacheinlauf47    2016 08  26  19  15  00  0.000000  
Node_8           2016 08  26  19  15  00  0.000000  
Notentlastung_48b 2016 08  26  19  15  00  0.000000  
103d_SBW         2016 08  26  19  20  00  0.000000  
ARA_Fehraltorf   2016 08  26  19  20  00  42.402206 
Bacheinlauf1     2016 08  26  19  20  00  0.000000  
Bacheinlauf2     2016 08  26  19  20  00  0.000000  
Bacheinlauf30    2016 08  26  19  20  00  0.000000  
Bacheinlauf47    2016 08  26  19  20  00  0.000000  
Node_8           2016 08  26  19  20  00  0.000000  
Notentlastung_48b 2016 08  26  19  20  00  0.000000  
103d_SBW         2016 08  26  19  25  00  0.000000  
ARA_Fehraltorf   2016 08  26  19  25  00  41.493763 
Bacheinlauf1     2016 08  26  19  25  00  0.000000  
Bacheinlauf2     2016 08  26  19  25  00  0.000000  
Bacheinlauf30    2016 08  26  19  25  00  0.000000  
Bacheinlauf47    2016 08  26  19  25  00  0.000000  
Node_8           2016 08  26  19  25  00  0.000000  
Notentlastung_48b 2016 08  26  19  25  00  0.000000  
103d_SBW         2016 08  26  19  30  00  0.000000  
ARA_Fehraltorf   2016 08  26  19  30  00  41.493763 
Bacheinlauf1     2016 08  26  19  30  00  0.000000  
Bacheinlauf2     2016 08  26  19  30  00  0.000000  
Bacheinlauf30    2016 08  26  19  30  00  0.000000  
Bacheinlauf47    2016 08  26  19  30  00  0.000000  
Node_8           2016 08  26  19  30  00  0.000000  
Notentlastung_48b 2016 08  26  19  30  00  0.000000  
103d_SBW         2016 08  26  19  35  00  0.000000  
ARA_Fehraltorf   2016 08  26  19  35  00  41.493763 
Bacheinlauf1     2016 08  26  19  35  00  0.000000  
Bacheinlauf2     2016 08  26  19  35  00  0.000000  
Bacheinlauf30    2016 08  26  19  35  00  0.000000  
Bacheinlauf47    2016 08  26  19  35  00  0.000000  
Node_8           2016 08  26  19  35  00  0.000000  
Notentlastung_48b 2016 08  26  19  35  00  0.000000  
103d_SBW         2016 08  26  19  40  00  0.000000  
ARA_Fehraltorf   2016 08  26  19  40  00  41.493763 
Bacheinlauf1     2016 08  26  19  40  00  0.000000  
Bacheinlauf2     2016 08  26  19  40  00  0.000000  
Bacheinlauf30    2016 08  26  19  40  00  0.000000  
Bacheinlauf47    2016 08  26  19  40  00  0.000000  
Node_8           2016 08  26  19  40  00  0.000000  
Notentlastung_48b 2016 08  26  19  40  00  0.000000  
103d_SBW         2016 08  26  19  45  00  0.000000  
ARA_Fehraltorf   2016 08  26  19  45  00  41.493763 
Bacheinlauf1     2016 08  26  19  45  00  0.000000  
Bacheinlauf2     2016 08  26  19  45  00  0.000000  
Bacheinlauf30    2016 08  26  19  45  00  0.000000  
Bacheinlauf47    2016 08  26  19  45  00  0.000000  
Node_8           2016 08  26  19  45  00  0.000000  
Notentlastung_48b 2016 08  26  19  45  00  0.000000  
103d_SBW         2016 08  26  19  50  00  0.000000  
ARA_Fehraltorf   2016 08  26  19  50  00  41.493763 
Bacheinlauf1     2016 08  26  19  50  00  0.000000  
Bacheinlauf2     2016 08  26  19  50  00  0.000000  
Bacheinlauf30    2016 08  26  19  50  00  0.000000  
Bacheinlauf47    2016 08  26  19  50  00  0.000000  
Node_8           2016 08  26  19  50  00  0.000000  
Notentlastung_48b 2016 08  26  19  50  00  0.000000  
103d_SBW         2016 08  26  19  55  00  0.000000  
ARA_Fehraltorf   2016 08  26  19  55  00  41.493763 
Bacheinlauf1     2016 08  26  19  55  00  0.000000  
Bacheinlauf2     2016 08  26  19  55  00  0.000000  
Bacheinlauf30    2016 08  26  19  55  00  0.000000  
Bacheinlauf47    2016 08  26  19  55  00  0.000000  
Node_8           2016 08  26  19  55  00  0.000000  
Notentlastung_48b 2016 08  26  19  55  00  0.000000  
103d_SBW         2016 08  26  20  00  00  0.000000  
ARA_Fehraltorf   2016 08  26  20  00  00  41.493763 
Bacheinlauf1     2016 08  26  20  00  00  0.000000  
Bacheinlauf2     2016 08  26  20  00  00  0.000000  
Bacheinlauf30    2016 08  26  20  00  00  0.000000  
Bacheinlauf47    2016 08  26  20  00  00  0.000000  
Node_8           2016 08  26  20  00  00  0.000000  
Notentlastung_48b 2016 08  26  20  00  00  0.000000  
103d_SBW         2016 08  26  20  05  00  0.000000  
ARA_Fehraltorf   2016 08  26  20  05  00  40.133866 
Bacheinlauf1     2016 08  26  20  05  00  0.000000  
Bacheinlauf2     2016 08  26  20  05  00  0.000000  
Bacheinlauf30    2016 08  26  20  05  00  0.000000  
Bacheinlauf47    2016 08  26  20  05  00  0.000000  
Node_8           2016 08  26  20  05  00  0.000000  
Notentlastung_48b 2016 08  26  20  05  00  0.000000  
103d_SBW         2016 08  26  20  10  00  0.000000  
ARA_Fehraltorf   2016 08  26  20  10  00  40.133866 
Bacheinlauf1     2016 08  26  20  10  00  0.000000  
Bacheinlauf2     2016 08  26  20  10  00  0.000000  
Bacheinlauf30    2016 08  26  20  10  00  0.000000  
Bacheinlauf47    2016 08  26  20  10  00  0.000000  
Node_8           2016 08  26  20  10  00  0.000000  
Notentlastung_48b 2016 08  26  20  10  00  0.000000  
103d_SBW         2016 08  26  20  15  00  0.000000  
ARA_Fehraltorf   2016 08  26  20  15  00  40.133866 
Bacheinlauf1     2016 08  26  20  15  00  0.000000  
Bacheinlauf2     2016 08  26  20  15  00  0.000000  
Bacheinlauf30    2016 08  26  20  15  00  0.000000  
Bacheinlauf47    2016 08  26  20  15  00  0.000000  
Node_8           2016 08  26  20  15  00  0.000000  
Notentlastung_48b 2016 08  26  20  15  00  0.000000  
103d_SBW         2016 08  26  20  20  00  0.000000  
ARA_Fehraltorf   2016 08  26  20  20  00  40.133866 
Bacheinlauf1     2016 08  26  20  20  00  0.000000  
Bacheinlauf2     2016 08  26  20  20  00  0.000000  
Bacheinlauf30    2016 08  26  20  20  00  0.000000  
Bacheinlauf47    2016 08  26  20  20  00  0.000000  
Node_8           2016 08  26  20  20  00  0.000000  
Notentlastung_48b 2016 08  26  20  20  00  0.000000  
103d_SBW         2016 08  26  20  25  00  0.000000  
ARA_Fehraltorf   2016 08  26  20  25  00  40.133866 
Bacheinlauf1     2016 08  26  20  25  00  0.000000  
Bacheinlauf2     2016 08  26  20  25  00  0.000000  
Bacheinlauf30    2016 08  26  20  25  00  0.000000  
Bacheinlauf47    2016 08  26  20  25  00  0.000000  
Node_8           2016 08  26  20  25  00  0.000000  
Notentlastung_48b 2016 08  26  20  25  00  0.000000  
103d_SBW         2016 08  26  20  30  00  0.000000  
ARA_Fehraltorf   2016 08  26  20  30  00  40.133866 
Bacheinlauf1     2016 08  26  20  30  00  0.000000  
Bacheinlauf2     2016 08  26  20  30  00  0.000000  
Bacheinlauf30    2016 08  26  20  30  00  0.000000  
Bacheinlauf47    2016 08  26  20  30  00  0.000000  
Node_8           2016 08  26  20  30  00  0.000000  
Notentlastung_48b 2016 08  26  20  30  00  0.000000  
103d_SBW         2016 08  26  20  35  00  0.000000  
ARA_Fehraltorf   2016 08  26  20  35  00  40.133866 
Bacheinlauf1     2016 08  26  20  35  00  0.000000  
Bacheinlauf2     2016 08  26  20  35  00  0.000000  
Bacheinlauf30    2016 08  26  20  35  00  0.000000  
Bacheinlauf47    2016 08  26  20  35  00  0.000000  
Node_8           2016 08  26  20  35  00  0.000000  
Notentlastung_48b 2016 08  26  20  35  00  0.000000  
103d_SBW         2016 08  26  20  40  00  0.000000  
ARA_Fehraltorf   2016 08  26  20  40  00  39.637517 
Bacheinlauf1     2016 08  26  20  40  00  0.000000  
Bacheinlauf2     2016 08  26  20  40  00  0.000000  
Bacheinlauf30    2016 08  26  20  40  00  0.000000  
Bacheinlauf47    2016 08  26  20  40  00  0.000000  
Node_8           2016 08  26  20  40  00  0.000000  
Notentlastung_48b 2016 08  26  20  40  00  0.000000  
103d_SBW         2016 08  26  20  45  00  0.000000  
ARA_Fehraltorf   2016 08  26  20  45  00  39.238213 
Bacheinlauf1     2016 08  26  20  45  00  0.000000  
Bacheinlauf2     2016 08  26  20  45  00  0.000000  
Bacheinlauf30    2016 08  26  20  45  00  0.000000  
Bacheinlauf47    2016 08  26  20  45  00  0.000000  
Node_8           2016 08  26  20  45  00  0.000000  
Notentlastung_48b 2016 08  26  20  45  00  0.000000  
103d_SBW         2016 08  26  20  50  00  0.000000  
ARA_Fehraltorf   2016 08  26  20  50  00  39.238213 
Bacheinlauf1     2016 08  26  20  50  00  0.000000  
Bacheinlauf2     2016 08  26  20  50  00  0.000000  
Bacheinlauf30    2016 08  26  20  50  00  0.000000  
Bacheinlauf47    2016 08  26  20  50  00  0.000000  
Node_8           2016 08  26  20  50  00  0.000000  
Notentlastung_48b 2016 08  26  20  50  00  0.000000  
103d_SBW         2016 08  26  20  55  00  0.000000  
ARA_Fehraltorf   2016 08  26  20  55  00  38.920053 
Bacheinlauf1     2016 08  26  20  55  00  0.000000  
Bacheinlauf2     2016 08  26  20  55  00  0.000000  
Bacheinlauf30    2016 08  26  20  55  00  0.000000  
Bacheinlauf47    2016 08  26  20  55  00  0.000000  
Node_8           2016 08  26  20  55  00  0.000000  
Notentlastung_48b 2016 08  26  20  55  00  0.000000  
103d_SBW         2016 08  26  21  00  00  0.000000  
ARA_Fehraltorf   2016 08  26  21  00  00  38.920053 
Bacheinlauf1     2016 08  26  21  00  00  0.000000  
Bacheinlauf2     2016 08  26  21  00  00  0.000000  
Bacheinlauf30    2016 08  26  21  00  00  0.000000  
Bacheinlauf47    2016 08  26  21  00  00  0.000000  
Node_8           2016 08  26  21  00  00  0.000000  
Notentlastung_48b 2016 08  26  21  00  00  0.000000  
103d_SBW         2016 08  26  21  05  00  0.000000  
ARA_Fehraltorf   2016 08  26  21  05  00  36.765354 
Bacheinlauf1     2016 08  26  21  05  00  0.000000  
Bacheinlauf2     2016 08  26  21  05  00  0.000000  
Bacheinlauf30    2016 08  26  21  05  00  0.000000  
Bacheinlauf47    2016 08  26  21  05  00  0.000000  
Node_8           2016 08  26  21  05  00  0.000000  
Notentlastung_48b 2016 08  26  21  05  00  0.000000  
103d_SBW         2016 08  26  21  10  00  0.000000  
ARA_Fehraltorf   2016 08  26  21  10  00  36.807540 
Bacheinlauf1     2016 08  26  21  10  00  0.000000  
Bacheinlauf2     2016 08  26  21  10  00  0.000000  
Bacheinlauf30    2016 08  26  21  10  00  0.000000  
Bacheinlauf47    2016 08  26  21  10  00  0.000000  
Node_8           2016 08  26  21  10  00  0.000000  
Notentlastung_48b 2016 08  26  21  10  00  0.000000  
103d_SBW         2016 08  26  21  15  00  0.000000  
ARA_Fehraltorf   2016 08  26  21  15  00  35.658000 
Bacheinlauf1     2016 08  26  21  15  00  0.000000  
Bacheinlauf2     2016 08  26  21  15  00  0.000000  
Bacheinlauf30    2016 08  26  21  15  00  0.000000  
Bacheinlauf47    2016 08  26  21  15  00  0.000000  
Node_8           2016 08  26  21  15  00  0.000000  
Notentlastung_48b 2016 08  26  21  15  00  0.000000  
103d_SBW         2016 08  26  21  20  00  0.000000  
ARA_Fehraltorf   2016 08  26  21  20  00  33.678277 
Bacheinlauf1     2016 08  26  21  20  00  0.000000  
Bacheinlauf2     2016 08  26  21  20  00  0.000000  
Bacheinlauf30    2016 08  26  21  20  00  0.000000  
Bacheinlauf47    2016 08  26  21  20  00  0.000000  
Node_8           2016 08  26  21  20  00  0.000000  
Notentlastung_48b 2016 08  26  21  20  00  0.000000  
103d_SBW         2016 08  26  21  25  00  0.000000  
ARA_Fehraltorf   2016 08  26  21  25  00  31.689245 
Bacheinlauf1     2016 08  26  21  25  00  0.000000  
Bacheinlauf2     2016 08  26  21  25  00  0.000000  
Bacheinlauf30    2016 08  26  21  25  00  0.000000  
Bacheinlauf47    2016 08  26  21  25  00  0.000000  
Node_8           2016 08  26  21  25  00  0.000000  
Notentlastung_48b 2016 08  26  21  25  00  0.000000  
103d_SBW         2016 08  26  21  30  00  0.000000  
ARA_Fehraltorf   2016 08  26  21  30  00  29.898563 
Bacheinlauf1     2016 08  26  21  30  00  0.000000  
Bacheinlauf2     2016 08  26  21  30  00  0.000000  
Bacheinlauf30    2016 08  26  21  30  00  0.000000  
Bacheinlauf47    2016 08  26  21  30  00  0.000000  
Node_8           2016 08  26  21  30  00  0.000000  
Notentlastung_48b 2016 08  26  21  30  00  0.000000  
103d_SBW         2016 08  26  21  35  00  0.000000  
ARA_Fehraltorf   2016 08  26  21  35  00  28.439836 
Bacheinlauf1     2016 08  26  21  35  00  0.000000  
Bacheinlauf2     2016 08  26  21  35  00  0.000000  
Bacheinlauf30    2016 08  26  21  35  00  0.000000  
Bacheinlauf47    2016 08  26  21  35  00  0.000000  
Node_8           2016 08  26  21  35  00  0.000000  
Notentlastung_48b 2016 08  26  21  35  00  0.000000  
103d_SBW         2016 08  26  21  40  00  0.000000  
ARA_Fehraltorf   2016 08  26  21  40  00  28.166487 
Bacheinlauf1     2016 08  26  21  40  00  0.000000  
Bacheinlauf2     2016 08  26  21  40  00  0.000000  
Bacheinlauf30    2016 08  26  21  40  00  0.000000  
Bacheinlauf47    2016 08  26  21  40  00  0.000000  
Node_8           2016 08  26  21  40  00  0.000000  
Notentlastung_48b 2016 08  26  21  40  00  0.000000  
103d_SBW         2016 08  26  21  45  00  0.000000  
ARA_Fehraltorf   2016 08  26  21  45  00  27.418929 
Bacheinlauf1     2016 08  26  21  45  00  0.000000  
Bacheinlauf2     2016 08  26  21  45  00  0.000000  
Bacheinlauf30    2016 08  26  21  45  00  0.000000  
Bacheinlauf47    2016 08  26  21  45  00  0.000000  
Node_8           2016 08  26  21  45  00  0.000000  
Notentlastung_48b 2016 08  26  21  45  00  0.000000  
103d_SBW         2016 08  26  21  50  00  0.000000  
ARA_Fehraltorf   2016 08  26  21  50  00  27.370301 
Bacheinlauf1     2016 08  26  21  50  00  0.000000  
Bacheinlauf2     2016 08  26  21  50  00  0.000000  
Bacheinlauf30    2016 08  26  21  50  00  0.000000  
Bacheinlauf47    2016 08  26  21  50  00  0.000000  
Node_8           2016 08  26  21  50  00  0.000000  
Notentlastung_48b 2016 08  26  21  50  00  0.000000  
103d_SBW         2016 08  26  21  55  00  0.000000  
ARA_Fehraltorf   2016 08  26  21  55  00  27.370301 
Bacheinlauf1     2016 08  26  21  55  00  0.000000  
Bacheinlauf2     2016 08  26  21  55  00  0.000000  
Bacheinlauf30    2016 08  26  21  55  00  0.000000  
Bacheinlauf47    2016 08  26  21  55  00  0.000000  
Node_8           2016 08  26  21  55  00  0.000000  
Notentlastung_48b 2016 08  26  21  55  00  0.000000  
103d_SBW         2016 08  26  22  00  00  0.000000  
ARA_Fehraltorf   2016 08  26  22  00  00  27.369033 
Bacheinlauf1     2016 08  26  22  00  00  0.000000  
Bacheinlauf2     2016 08  26  22  00  00  0.000000  
Bacheinlauf30    2016 08  26  22  00  00  0.000000  
Bacheinlauf47    2016 08  26  22  00  00  0.000000  
Node_8           2016 08  26  22  00  00  0.000000  
Notentlastung_48b 2016 08  26  22  00  00  0.000000  
103d_SBW         2016 08  26  22  05  00  0.000000  
ARA_Fehraltorf   2016 08  26  22  05  00  27.115942 
Bacheinlauf1     2016 08  26  22  05  00  0.000000  
Bacheinlauf2     2016 08  26  22  05  00  0.000000  
Bacheinlauf30    2016 08  26  22  05  00  0.000000  
Bacheinlauf47    2016 08  26  22  05  00  0.000000  
Node_8           2016 08  26  22  05  00  0.000000  
Notentlastung_48b 2016 08  26  22  05  00  0.000000  
103d_SBW         2016 08  26  22  10  00  0.000000  
ARA_Fehraltorf   2016 08  26  22  10  00  26.065733 
Bacheinlauf1     2016 08  26  22  10  00  0.000000  
Bacheinlauf2     2016 08  26  22  10  00  0.000000  
Bacheinlauf30    2016 08  26  22  10  00  0.000000  
Bacheinlauf47    2016 08  26  22  10  00  0.000000  
Node_8           2016 08  26  22  10  00  0.000000  
Notentlastung_48b 2016 08  26  22  10  00  0.000000  
103d_SBW         2016 08  26  22  15  00  0.000000  
ARA_Fehraltorf   2016 08  26  22  15  00  24.541907 
Bacheinlauf1     2016 08  26  22  15  00  0.000000  
Bacheinlauf2     2016 08  26  22  15  00  0.000000  
Bacheinlauf30    2016 08  26  22  15  00  0.000000  
Bacheinlauf47    2016 08  26  22  15  00  0.000000  
Node_8           2016 08  26  22  15  00  0.000000  
Notentlastung_48b 2016 08  26  22  15  00  0.000000  
103d_SBW         2016 08  26  22  20  00  0.000000  
ARA_Fehraltorf   2016 08  26  22  20  00  23.366509 
Bacheinlauf1     2016 08  26  22  20  00  0.000000  
Bacheinlauf2     2016 08  26  22  20  00  0.000000  
Bacheinlauf30    2016 08  26  22  20  00  0.000000  
Bacheinlauf47    2016 08  26  22  20  00  0.000000  
Node_8           2016 08  26  22  20  00  0.000000  
Notentlastung_48b 2016 08  26  22  20  00  0.000000  
103d_SBW         2016 08  26  22  25  00  0.000000  
ARA_Fehraltorf   2016 08  26  22  25  00  22.668201 
Bacheinlauf1     2016 08  26  22  25  00  0.000000  
Bacheinlauf2     2016 08  26  22  25  00  0.000000  
Bacheinlauf30    2016 08  26  22  25  00  0.000000  
Bacheinlauf47    2016 08  26  22  25  00  0.000000  
Node_8           2016 08  26  22  25  00  0.000000  
Notentlastung_48b 2016 08  26  22  25  00  0.000000  
103d_SBW         2016 08  26  22  30  00  0.000000  
ARA_Fehraltorf   2016 08  26  22  30  00  22.109568 
Bacheinlauf1     2016 08  26  22  30  00  0.000000  
Bacheinlauf2     2016 08  26  22  30  00  0.000000  
Bacheinlauf30    2016 08  26  22  30  00  0.000000  
Bacheinlauf47    2016 08  26  22  30  00  0.000000  
Node_8           2016 08  26  22  30  00  0.000000  
Notentlastung_48b 2016 08  26  22  30  00  0.000000  
103d_SBW         2016 08  26  22  35  00  0.000000  
ARA_Fehraltorf   2016 08  26  22  35  00  21.027018 
Bacheinlauf1     2016 08  26  22  35  00  0.000000  
